barcode,in0a,in0a_v2,in0a_v3,in0a_v4,in0a_v5,in0a_v6,in0a_v7,in0a_v8,L7167,L7168,L7169,L7170,L7176,L7177,L7178,L7179,L7180,L7181,L7182,L7183,L7184,L7189,L7190,L7191,L7192,L7193,L7194,L7195,L7196,L7197,L7198,L7199,L7200,L7402,L7404,L7405,L7406,L7407,L7408,L7410,L7411,L7412,L7413,L7414,L7417,S7167,S7168,S7169,S7170,S7176,S7177,S7178,S7179,S7180,S7181,S7182,S7183,S7184,S7189,S7190,S7191,S7192,S7193,S7194,S7195,S7196,S7197,S7198,S7199,S7200,S7401,S7402,S7403,S7404,S7405,S7406,S7407,S7408,S7409,S7410,S7411,S7412,S7413,S7414,S7415,S7416,S7417,S7418,L7028,L7032,L7034,L7037,S7028,S7029,S7030,S7031,S7032,S7033,S7035,S7036,S7037,U7027,U7028,U7029,U7030,U7031,U7032,U7033,U7034,U7035,U7036,L7039,L7040,L7041,L7042,L7043,L7045,L7046,L7048,S7039,S7040,S7041,S7042,S7043,S7045,S7046,S7047,S7048,U7039,U7040,U7041,U7042,U7043,U7045,U7046,U7047,U7048,L1,L10,L11,L12,L13,L14,L2,L3,L4,L5,L6,L7,L7094,L7095,L7096,L7097,L7098,L7099,L7100,L9,S1,S10,S11,S12,S13,S14,S2,S3,S4,S5,S6,S7,S7094,S7095,S7096,S7097,S7098,S7099,S7100,S9,U1,U10,U11,U12,U13,U14,U2,U3,U4,U5,U6,U7,U7094,U7095,U7096,U7097,U7098,U7099,U7100,U9
"Cluster_29832,contig_0 consensus mapping",131,96,131,96,209,158,118,194,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,236,1029,0,0,0,0,0,0,662,1,1,0,0,0,0,0,0,611,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,3097,0,0,0,0,0,0,4,0,0,2,3,177,351,28,0,2,1,0,184,95,2,141,655,196,1,0,448,21,134,156,189,7,425,0,1,0,0,2,796,0,0,1,107,151,1,2,15,1171,0,317,155,36,0,876,1025,46,289,106,372,3,1,1537,683,2,0,247
"Cluster_18879,contig_0 consensus mapping",138,116,138,116,215,122,99,177,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,346,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3540,0,1,1,0,0,311,3,0,37,1,1,1,20,125,0,3,5,2,0,1,0,961,5,1,0,42,1,0,0,1,2,1,122,1,127,1,0,321,2,0,1,0,761,5,18,2,315,1,263,552,3,0,243,38,0,774,972,346,1,320,22
"Cluster_30773,contig_0 consensus mapping",128,129,128,129,246,172,125,161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,1,0,0,1036,0,0,3,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,9789,0,0,0,0,0,0,0,12,0,1,2,0,481,15,0,1,1,2,3,126,156,173,2,25,64,3,0,1,374,2,1,77,24,1,437,0,0,0,0,227,99,0,0,0,0,1,0,3,206,11,0,189,485,402,0,1,2,23,96,193,239,1,1,194,1,0,0,0
"Cluster_12383,contig_0 consensus mapping",122,137,122,137,203,166,131,180,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1285,678,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1027,242,2,0,0,0,0,3878,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2652,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,6,72,119,510,4,10,6,5,367,48,4,11,4,2,2,0,1723,19,10,0,87,2,4835,0,0,0,2,274,304,0,1,2,53,308,1,5,165,1,0,45,52,569,207,136,756,1685,367,429,110,0,1955,490,378,227,202,71
"Cluster_3370,contig_0 consensus mapping",141,136,141,136,204,149,123,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,1131,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3475,0,1,0,0,19397,0,0,2,0,0,801,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1133,1,456,0,0,0,0,0,2,288,0,1,0,683,211,3,6408,5,24,0,7,0,1,382,1,0,82,345,137,1,0,268,15,2,1,67,603,2,193,1,0,8986,128,1,82,0,3,305,266,0,2,6,0,16,281,142,1380,1,454,978,118,507,113,161,537,1,790,389,216,33,217
"Cluster_30625,contig_0 consensus mapping",140,144,140,144,233,157,116,189,0,0,0,0,0,0,0,0,5320,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,1,0,0,9,0,0,0,1,0,0,1,0,0,12170,0,1,0,0,0,0,0,1073,7,0,1,25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17302,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,13,0,0,0,2,0,1,0,2,60989,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,1,0,312,1,3,0,0,219,120,0,26,68,0,0,0,1022,8,0,2,0,0,1,493,0,0,2,1,1,160,0,0,125,2,0,0,199,0,2,662,159,52,434,1,1,4,0,8,81,1,14,1082,0,2,0,119
"Cluster_1013,contig_0 consensus mapping",114,123,114,123,151,119,109,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1316,0,0,0,1,0,0,2039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,20794,0,0,0,0,0,0,0,24,155,1,8,39,2,30450,4133,48,0,18,0,26,171,516,0,23,1,1,0,0,304,39,148,0,0,2,0,1,0,0,9,7,0,449,1,0,12,826,0,0,0,13,1,2,37,60,4,0,0,21,0,184,453,847,0,15,0,680,0,1
"Cluster_29762,contig_0 consensus mapping",125,114,125,114,198,134,109,203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3125,0,0,0,0,0,0,1,5,0,6,1,76,320,198,0,0,1,34,326,145,0,3,1,0,2,2,1,0,3,1,290,2,0,0,2,0,0,934,2,1,3340,3,152,410,0,1,0,1352,25,187,95,630,0,72,354,38,197,0,0,1263,2,1,0,216,3,167
"Cluster_9358,contig_0 consensus mapping",115,104,115,104,197,135,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008,7,0,10,1,14,1,147,305,345,3,11,28,3,0,0,443,9178,16,241,31,2,8,607,1,0,1,374,9,0,0,0,192,2,2,2,21,69,5,3,3,42,138,263,0,2072,281,1157,52,0,833,352,301,69,258,4
"Cluster_25764,contig_0 consensus mapping",154,144,154,144,212,188,137,182,0,0,0,2614,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1569,0,0,0,1018,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,738,691,64,0,768,0,0,2,303,94,41,0,160,743,129,2862,2,325,1,1,327,1099,1,0,1,1,0,1,894,237,618,4,1,0,316,0,1,0,1378,1,373,1,50,467,611,3,27,137,2,0,0,437,1,31,164,3,45
"Cluster_4273,contig_0 consensus mapping",130,119,130,119,199,164,110,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,2,1,2,0,315,33,1,156,0,5,0,20,40,106,1,8,31,1,1527,1,254,6,2,184,222,4,0,1,0,2,1,324,138,203,1,3,58,245,3,0,886,1153,3,382,230,396,558,3,0,1779,463,2,1,3,0,1193,101,408,36,194
"Cluster_8332,contig_0 consensus mapping",135,128,135,128,175,153,118,161,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,3,0,0,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,532,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,689,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3505,0,0,1216,0,0,0,0,2,0,0,0,0,0,0,0,1,2,294,144,0,2,0,56,0,1,601,170,0,49,134,1,0,1,1,5,2,31,164,0,0,0,1,1,1,162,741,90,0,0,184,3,0,0,0,0,11,230,0,35,447,3,0,1478,348,277,622,600,0,1,0,138,0,0
"Cluster_14296,contig_0 consensus mapping",102,116,102,116,156,139,111,158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,9190,0,0,0,0,295,0,1,3,0,0,0,0,0,0,1652,2,1317,3,0,14,3,7668,1,170,0,2271,1,215,122,3,1,21,60,1259,0,0,10,13,3,187,492,490,1,0,0,1,2,2278,222,127,0,1,109,5,1,0,390,2,3,720,193,4024,949,2,0,57,216,0,1,1,0,140,661,321,5,1
"Cluster_16695,contig_0 consensus mapping",115,117,115,117,208,173,106,166,0,2,1,0,0,0,1,0,0,0,1,0,1,4,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,3,1,2,0,1,0,0,0,1770,602,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,891,0,949,0,2,0,22488,0,0,0,2,0,0,1,25,0,0,0,2020,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,0,0,1,0,2507,0,3,2,55,1,0,0,540,391,9,22,3,4,3,1,0,1173,33,211,607,1,2,1,844,0,0,1,758,1,157,0,3,309,6,1,1,695,0,3,56,1,304,0,308,0,0,3,97,160,2,504,188,857,217,0,88
"Cluster_14362,contig_0 consensus mapping",146,144,146,144,223,159,120,177,7,1,5,0,1,4,1,0,0,0,0,4,4502,0,0,0,2,0,2,1,2289,4,6432,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,4,1,2,0,1,1,0,0,0,1,1,0,2,0,1,2,0,0,1,1990,0,2716,0,2,0,0,0,0,3,0,0,0,0,0,0,1,2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,651,55,1,446,1,2,0,43,189,445,1,15,39,0,0,0,2,2,2,104,401,1,0,0,0,0,1,540,252,121,0,0,357,290,0,3,296,310,3,1,12,316,253,322,297,1090,23,247,123,0,375,101,549,217,0,5
"Cluster_6136,contig_0 consensus mapping",151,129,151,129,243,159,129,205,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,5,0,0,0,0,0,1,0,5609,1,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,396,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,1,2,26,1,0,172,14,2,1,177,93,423,26,4,0,1,0,0,465,5,1,2,0,2,1,204,0,3,0,752,1,106,0,0,53,1,22375,34,1,1,0,2,52,594,136,2,10,4,9,6,278,1,23,89,1,129,23,0
"Cluster_16402,contig_0 consensus mapping",121,133,121,133,184,154,115,156,0,0,0,0,0,0,0,2,0,0,0,350,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,21601,0,0,0,13,0,0,0,0,0,0,0,14544,0,0,0,0,0,0,0,13,0,753,0,0,0,0,0,1,0,0,2,0,244,0,0,0,7,1,7,257,4,0,8,0,1,0,1,2,6,0,2,84,2,1,78,0,0,0,1,1225,122,1,1,151,2,0,1,1,0,15,800,1,42,0,264,330,1992,1,825,186,1,1,733,0,353,0,0
"Cluster_12077,contig_0 consensus mapping",96,130,96,130,181,128,114,166,461,0,0,0,0,0,0,0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,3479,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,39,11,0,0,0,0,0,0,26685,4824,0,0,0,0,0,0,0,0,1,5,92,101,460,12,0,3,1,0,129,169,0,25,123,0,0,0,758,16,59,0,0,0,2,1,0,0,5,154,477,120,0,0,356,196,16,2,14,1,17,461,276,70,630,509,1,52,292,230,520,441,64,917,198,58,1,50
"Cluster_4862,contig_0 consensus mapping",115,118,115,118,194,138,123,182,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,192,0,0,1358,1,0,0,0,1,1,800,0,1,2,15,597,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,2,0,0,0,0,0,1,10785,0,0,0,0,0,0,0,9,748,1,1,0,163,44,0,18,0,0,1,242,37,40,1,9,67,2,0,0,458,2,2,1,126,0,2340,0,0,0,0,527,195,237,0,1,74,28,1,0,111,1,1,1,128,250,88,218,1,1,3,192,167,0,0,3,2,241,0,15
"Cluster_5995,contig_0 consensus mapping",113,98,113,98,197,131,131,173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2291,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4599,0,0,0,0,0,0,369,0,0,2,0,53,0,74,0,0,0,40,128,2,0,2,0,177,0,0,319,2,0,1,0,4,0,305,0,2,0,3,214,0,1,1,0,94,0,0,0,900,3,641,1,43,0,339,0,1,0,145,84,414,0,230,0,149,85,8
"Cluster_16837,contig_0 consensus mapping",145,124,145,124,191,160,103,180,807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,98,2,1,0,0,0,0,1,0,1,0,1,3,524,0,0,0,0,0,2624,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,9,0,5,1,0,0,0,0,1,0,10,2552,0,0,0,0,13,1,7484,3,0,0,1,0,8256,0,0,1,1,0,140,0,1,1,7,1,16,237,30,2,16,68,140,0,0,3,4,3,1,140,0,0,0,1,0,2,94,668,188,0,0,144,65,1,1,16,0,9,105,0,40,456,320,493,1348,215,354,137,2,1,1345,834,208,0,203
"Cluster_31830,contig_0 consensus mapping",170,144,170,144,215,187,141,184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2582,0,0,0,0,11,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,9575,1631,0,0,0,0,0,0,8,1,0,0,0,0,0,13,15,1,1,0,14,0,116,0,10,3,0,46,15,1,96,512,0,1,1,16,15028,1,1,302,12,3,0,1,7,1,771,2,117,0,25778,89,146,2,1,14,34,15,286,168,55,0,229,407,41,199,1124,366,571,300,88,369,130,214,118
"Cluster_27148,contig_0 consensus mapping",155,137,155,137,201,151,112,181,4297,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3144,0,0,1,0,2417,2,1,0,7,1,2,1,289,238,186,1,4,0,0,0,0,724,38,158,1,158,10,1,310,2,0,0,432,2,97,1,0,134,1,1,3,0,114,25,62,258,217,193,0,719,197,337,1,65,1,1,342,151,151,245,42
"Cluster_10758,contig_0 consensus mapping",135,138,135,138,215,159,106,137,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,72,0,0,0,0,484,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,108,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,3426,0,0,2,0,0,0,0,3,0,0,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2233,0,0,1258,0,414,0,0,4,0,0,1,0,1,0,0,0,0,0,3,0,152,3,4,1,77,297,2,1,107,593,87,1,0,2099,6,4,4,198,1,0,273,0,0,1,127,2,0,0,0,358,386,0,1,0,0,5,57,2,356,483,284,688,93,384,1,152,1,981,245,323,159,24,7
"Cluster_19444,contig_0 consensus mapping",139,113,139,113,217,160,113,172,0,0,0,0,0,0,0,2,20458,0,2,1,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,2,14712,0,1,0,0,0,0,0,0,18,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,10770,0,0,0,0,1181,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,152,0,103,523,3,504,35,1,298,1738,0,1,0,481,6,2,1,0,0,1,429,0,1,0,405,6,0,0,1,128,470,1,1,544,0,5,286,0,139,78,0,416,83,481,101,1,2,0,905,314,33,0,0
"Cluster_20529,contig_0 consensus mapping",147,129,147,129,237,175,129,174,0,0,143,0,124,0,1,0,0,0,0,1,1,1,0,0,202,0,1,138,0,2,1072,0,0,0,0,0,0,1,1,139135,6,5,2,2,1,0,0,0,179,65,0,1,0,0,0,0,194,0,111,0,0,0,0,0,0,984,0,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,502,2158,2,0,2,4,0,39,320,867,1,42,234,418,0,0,75,5,0,1,113,0,361,1,0,1,4,200,1,2,0,0,96,1,2,2,2,708,8,3,613,88,461,1,3,54,0,138,153,494,892,62,317,1,0,116
"Cluster_16093,contig_0 consensus mapping",125,147,125,147,196,160,127,168,236,1,0,2,0,0,0,3,6,0,2,0,0,2,6,5,0,3845,0,0,0,0,443,1995,1,0,4,3,0,0,1,0,0,0,4,0,2,1696,0,0,1,0,0,0,0,2,0,0,0,0,0,1592,2,0,5,2,0,1,544,0,13275,1,0,0,0,0,0,2,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12870,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,9995,0,0,0,0,0,0,0,0,2,1,6,6,1,151,6,2,0,17,211,163,9,2,0,0,0,1,685,6,1,781,103,0,107,0,0,0,2635,171,2,122,0,0,235,173,2,11030,90,0,4,4,83,632,239,435,7,3,0,64,271,2,297,641,901,1,1,0
"Cluster_31560,contig_0 consensus mapping",147,142,147,142,244,153,133,171,1728,0,0,0,0,0,0,0,0,2,0,4728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,238,0,0,0,0,0,0,0,251,3,0,0,1,0,0,0,0,0,339,0,0,0,0,29758,1,0,0,1,0,0,0,31,4270,0,0,0,0,0,0,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,4,5230,2836,4,0,43,1662,5977,0,6,0,7,240,410,2,54,206,0,993,1,1033,7,0,0,925,8,0,167,0,3,5,216,174,1,2,5,234,319,0,1,135,20,5,541,64,62,208,7,814,2351,120,206,233,3,357,6,41,0,293,324
"Cluster_29041,contig_0 consensus mapping",106,123,106,123,202,148,110,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,632,0,0,0,0,0,988,0,0,0,0,1473,0,0,1,265,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,2,1,1,63,499,4,0,1,0,102,340,394,0,7,34,1,2,0,289,2,2,204,64,9,474,2,0,0,1,107,7,127,0,0,299,137,1,0,0,0,3,2,91,55,243,10,1,33,116,245,0,4,0,1272,874,132,1,28
"Cluster_5602,contig_0 consensus mapping",108,125,108,125,207,166,120,195,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,208,1,630,0,1,0,0,1,436,0,0,0,0,492,0,0,1,0,338,884,0,0,0,0,0,0,0,0,1838,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,2,118,802,2,1,1,2,34,440,763,1,0,13,0,0,0,614,1,2,263,0,2,91,325,1,2,1,2,503,145,0,2,66,600,1,1,817,2,1,6,36,54,286,1,472,119,552,0,219,3,775,558,174,2,33,312
"Cluster_516,contig_0 consensus mapping",122,145,122,145,228,158,107,169,0,1946,0,0,699,561,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,3,1,1,0,0,0,0,1,358,0,1,0,0,493,0,0,2,0,669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1594,12,0,0,0,0,0,0,6,5629,0,0,0,0,139,0,1,0,0,47,0,194,0,3,2,5,164,114,1,1,1,0,2,0,2,0,0,0,40,2,0,1,0,1,1,644,205,84,0,1,1,224,1,4,0,0,17,722,145,553,0,60,744,31,221,211,183,1,281,16,8,0,9,161
