barcode,in.0bp5,in.0ap4,in.0a,in.0b,in.0c,bile19,bile20,brain20,kidney20,l1,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l2,l3,l4,l5,l6,l7,l8,l9,liver20,s1,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s2,s3,s4,s5,s6,s7,s8,s9,spleen20
"Cluster_15044,contig_0 consensus mapping",690,336,408,366,275,26,0,0,10,0,0,4,7,2173,0,0,0,0,0,3,0,4,28,1,0,0,0,0,6,0,0,0,0,0,4406,21920,0,2,1,0,0,0,0,0,0,6,0,0,0
"Cluster_21005,contig_0 consensus mapping",759,353,409,420,315,1,0,0,0,0,0,69,0,0,0,0,3,0,0,83681,0,53,0,0,0,0,2,0,0,0,0,1,0,0,33,0,0,0,0,3555,0,2,0,0,27,0,0,0,49
"Cluster_12192,contig_0 consensus mapping",771,355,440,416,334,0,0,1,0,0,1,0,0,0,0,0,2,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Cluster_10342,contig_0 consensus mapping",888,376,480,472,330,0,0,2,0,0,3,0,0,6805,0,0,1,0,1874,0,3,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_8895,contig_0 consensus mapping",866,411,471,441,338,0,0,0,0,0,0,0,0,27,0,2598,2,0,0,0,0,0,0,25,0,0,0,0,42,0,1,0,0,0,0,7,42638,0,2,0,2,0,0,0,0,0,16,0,0
"Cluster_17019,contig_0 consensus mapping",730,326,408,374,285,0,0,0,0,0,0,0,0,0,0,0,1,133,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_28674,contig_0 consensus mapping",732,353,456,385,336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_5541,contig_0 consensus mapping",811,346,420,398,325,0,0,0,0,0,0,0,0,0,0,499,27,0,0,6,0,0,0,0,0,0,24,0,15,0,1,7,0,0,0,0,0,0,0,20609,0,8,0,0,0,0,0,0,0
"Cluster_15412,contig_0 consensus mapping",694,370,404,413,307,2,0,1,0,0,6,0,1088,0,0,1410,0,131,3436,0,5,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"Cluster_31424,contig_0 consensus mapping",850,383,483,423,293,0,0,0,0,0,0,2,0,0,0,0,3,0,0,8,0,10,0,0,0,0,4,0,0,0,0,1,0,0,5523,0,0,0,0,2407,0,1,0,0,3,0,0,0,4655
"Cluster_18246,contig_0 consensus mapping",887,374,525,481,375,0,2,0,0,8,0,0,0,1601,0,0,3,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7185,0,0,0,10,0,0,0,0,1,2,8,0,0,0,0,0
"Cluster_16313,contig_0 consensus mapping",663,294,372,318,253,15,0,0,17287,0,0,2,10,0,0,2,1,0,0,3,0,3,25,2,0,2,0,0,0,0,0,0,0,0,3683,3553,0,0,2884,0,2,0,0,0,2,11,0,0,5
"Cluster_10395,contig_0 consensus mapping",733,386,478,404,327,1,0,0,0,0,0,1343,2,2567,4,0,0,371,0,2,0,0,2,0,4,0,1,0,5,1,0,0,0,1,1,2080,1,4095,0,0,0,2,1,0,1,1,2,3,1
"Cluster_4569,contig_0 consensus mapping",651,312,349,345,224,0,0,0,0,0,0,0,0,0,1987,1695,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Cluster_31101,contig_0 consensus mapping",581,261,321,327,250,0,0,0,0,0,0,1337,0,0,8,1729,0,0,0,0,0,4,0,0,5,0,0,0,1,7,2,0,0,2,0,0,0,9292,3,1,0,0,0,0,3,0,0,4,0
"Cluster_7786,contig_0 consensus mapping",828,387,501,446,341,0,0,0,0,0,0,0,2,12533,0,0,1,0,0,0,0,0,0,5,0,0,1,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0
"Cluster_29646,contig_0 consensus mapping",656,327,388,287,273,0,0,0,0,0,0,0,0,0,0,3,2,169,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1097,0,0,0,0,0,0,0,0
"Cluster_1811,contig_0 consensus mapping",797,328,422,356,282,3,0,0,8,0,0,0,1640,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3951,0,0,0,1,0,0,0,0,0,2,0,0,0
"Cluster_20864,contig_0 consensus mapping",702,332,441,390,286,0,0,0,0,0,0,1696,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_11779,contig_0 consensus mapping",888,379,507,435,353,0,0,0,0,0,0,856,0,1675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
"Cluster_19071,contig_0 consensus mapping",669,330,380,351,265,0,0,24,0,0,2,0,0,0,19,0,0,0,1254,2,1,5,0,0,28,0,0,0,1,43647,0,0,0,1,0,0,0,11,0,1,0,0,0,1,0,0,0,34,0
"Cluster_25875,contig_0 consensus mapping",903,355,453,462,394,0,0,0,0,0,0,0,0,0,2171,0,1,0,0,0,0,0,1,0,1,0,0,0,9,2,0,2,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0
"Cluster_15671,contig_0 consensus mapping",666,331,358,335,297,0,0,0,0,0,0,2939,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Cluster_29527,contig_0 consensus mapping",661,349,412,355,247,2,0,0,0,0,0,0,3,0,2781,1135,0,203,0,0,0,0,6,0,4,2,0,0,5,1,1,0,0,0,0,3376,0,1,0,0,1,1,0,0,0,0,0,1,0
"Cluster_89,contig_0 consensus mapping",812,354,479,433,339,4,85,0,0,71573,0,1178,2552,0,2725,2163,2,73,0,3,1,4,3,57,2,1,44,52,0,1,0,0,8784,0,1,1,4,1,1,0,0,1,44,0,3,0,0,1,1717
"Cluster_9162,contig_0 consensus mapping",386,210,195,202,182,0,0,0,0,0,0,2,0,0,0,178,0,0,0,8,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2717
"Cluster_20662,contig_0 consensus mapping",937,407,522,481,421,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"Cluster_27597,contig_0 consensus mapping",752,385,475,442,324,0,0,0,0,0,0,0,0,0,0,1512,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_9292,contig_0 consensus mapping",697,299,373,346,319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Cluster_12661,contig_0 consensus mapping",610,225,347,312,236,0,0,0,0,0,0,620,1,12233,0,1015,0,0,0,4,0,1,0,5,0,0,1,0,25,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,3,0,1,0,1697
"Cluster_17114,contig_0 consensus mapping",830,348,494,441,331,1,0,0,0,0,0,0,58,0,0,0,31,0,0,1,0,1,0,0,0,0,23,0,18,0,0,3366,0,0,1120,0,0,0,0,26,0,22013,0,0,0,0,0,0,0
"Cluster_21489,contig_0 consensus mapping",618,318,321,348,220,0,0,0,0,0,0,0,0,0,2787,0,0,0,0,90,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"Cluster_21366,contig_0 consensus mapping",736,376,452,421,288,0,0,0,0,0,0,9,0,1560,0,0,3,343,0,18,0,8,0,1,0,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,12674
"Cluster_24766,contig_0 consensus mapping",701,310,462,377,294,1,0,0,1,0,0,0,4131,0,0,4161,2,0,0,0,0,0,3,0,0,1,0,0,5,0,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0
"Cluster_26722,contig_0 consensus mapping",796,380,438,400,285,0,0,0,0,0,0,964,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cluster_31469,contig_0 consensus mapping",749,356,466,410,313,1,0,1,2,0,11,0,2529,1574,0,0,5,0,1738,0,8,0,0,1,0,0,692,0,1,0,0,0,0,7395,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0
"Cluster_29031,contig_0 consensus mapping",771,353,462,442,342,0,0,1,0,0,4,31,0,15,1784,0,0,0,1796,37,3,36524,0,19,1,0,0,0,20,1,0,1,0,1,20,0,10,0,0,2,0,1,0,0,18,0,19817,1,20
"Cluster_30232,contig_0 consensus mapping",770,327,451,411,341,1,0,1,0,0,2,4,1,0,0,0,0,0,4540,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,3839,1653,0,0,0,0,0,1,0,1,3,1,0,0,2
"Cluster_3388,contig_0 consensus mapping",629,280,344,285,241,0,12,0,0,7,0,1773,0,0,0,0,7,178,0,1,0,2,0,0,0,0,1,2,0,0,0,5779,7567,0,0,0,7,0,0,5,0,5,0,0,0,0,0,0,1
"Cluster_14795,contig_0 consensus mapping",689,355,402,385,299,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_29279,contig_0 consensus mapping",521,268,320,278,195,1,0,2,0,0,5333,2272,1605,249,3,0,3,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,2,0,1,0,0,2
"Cluster_8024,contig_0 consensus mapping",802,427,539,453,376,0,18,0,0,19591,0,0,0,0,0,0,3,15,0,0,0,0,0,13,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0
"Cluster_28250,contig_0 consensus mapping",568,276,349,306,220,4,0,0,1,0,0,3,1,0,0,0,0,223,0,3,0,3079,3,0,0,0,0,0,0,0,0,0,0,0,2,2608,0,0,0,0,0,0,0,0,0,0,0,0,4
"Cluster_22158,contig_0 consensus mapping",632,296,329,322,284,3,0,0,0,0,0,0,4908,0,0,2614,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_30429,contig_0 consensus mapping",850,392,475,449,363,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1164
"Cluster_360,contig_0 consensus mapping",681,272,382,341,250,0,0,0,0,0,2,4085,0,0,0,1676,1,0,961,3,0,3,0,0,0,2,2,0,2,0,1,0,0,1,2,0,0,0,1,0,2,0,0,0,2,0,0,0,872
"Cluster_8551,contig_0 consensus mapping",761,308,469,387,310,0,0,6,0,0,1,0,0,0,2912,0,5,0,0,0,0,0,0,0,9,0,1,0,1,15773,0,4143,0,0,0,0,0,7,0,3,0,4,0,0,0,0,0,15,0
"Cluster_13179,contig_0 consensus mapping",602,316,388,308,261,0,5,0,0,3,0,1,0,8,938,0,1,6,0,2,0,2,0,0,1,0,1,7076,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1184
"Cluster_6970,contig_0 consensus mapping",687,297,389,324,277,7,0,0,2,0,0,1019,3453,0,0,1724,1,0,0,0,0,0,2,0,0,2,31,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"Cluster_5696,contig_0 consensus mapping",482,247,288,250,189,0,0,0,0,0,0,16,0,0,0,0,3,0,0,25749,0,25,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,1359,0,3,0,0,8,0,0,0,15
"Cluster_14972,contig_0 consensus mapping",734,354,413,339,292,0,0,0,0,0,0,0,0,0,0,0,1,0,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_1157,contig_0 consensus mapping",666,322,305,332,254,0,0,0,0,0,0,1577,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,479,0,2,0,0,0,0,0,0,1
"Cluster_30088,contig_0 consensus mapping",738,311,430,367,272,0,0,0,0,0,0,0,0,0,0,0,1,0,1626,0,1,0,0,0,0,2,6,0,8,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Cluster_27406,contig_0 consensus mapping",753,345,438,410,284,34,0,10,23542,0,6,0,7,7,0,0,1,349,13301,4,7,3,21,10,0,0,41,0,25,0,0,0,0,11,1,5,16001,0,0,0,0,0,0,6,2,13,11,0,1955
"Cluster_8402,contig_0 consensus mapping",674,305,377,354,268,2,0,0,4,0,1,0,0,386,3012,0,16,181,0,0,0,0,0,0,9,0,7,1,4,3,0,3,0,2,0,1091,0,4383,0,12,0,10145,0,0,0,0,0,1,0
"Cluster_28139,contig_0 consensus mapping",593,308,343,286,221,1,0,2,1,0,1,2842,483,0,4,0,0,0,1198,2,1,2,0,0,1,0,1,0,9,2,0,0,0,2,0,0,0,2453,0,0,0,1,0,1,1,0,0,1,4
"Cluster_188,contig_0 consensus mapping",635,291,362,305,273,0,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3390,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_7627,contig_0 consensus mapping",649,277,348,321,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1200
"Cluster_13741,contig_0 consensus mapping",537,275,358,314,230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_24251,contig_0 consensus mapping",490,273,294,285,220,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,455
"Cluster_22630,contig_0 consensus mapping",735,328,435,387,328,4,0,0,1,0,0,0,4339,939,37,0,0,0,0,0,13,0,4,0,45945,0,0,0,19,39,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,30,0
"Cluster_80,contig_0 consensus mapping",815,361,501,437,346,0,0,5,0,0,3,9,0,0,0,2288,16,0,3125,12,1,5,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,1,5,2,5646,0,2,2,0,0,0,7723
"Cluster_10858,contig_0 consensus mapping",766,387,488,439,305,2,0,0,2,0,0,0,2814,1098,0,413,10,0,0,0,0,0,1,1,0,0,7,0,0,0,0,6442,0,0,1614,1,0,0,0,4,0,5,0,0,2,0,0,0,2
"Cluster_23630,contig_0 consensus mapping",649,291,382,313,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_27208,contig_0 consensus mapping",925,366,503,450,402,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2255,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Cluster_28994,contig_0 consensus mapping",546,243,321,289,219,0,4,0,0,8,0,18,0,0,999,0,1,5,0,2,2,0,1,3,1,0,0,3,0,0,0,0,5595,0,0,1,3,33,1,4,0,0,5,5,0,0,0,1,0
"Cluster_9833,contig_0 consensus mapping",1029,397,525,511,442,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_17107,contig_0 consensus mapping",810,373,503,446,389,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_30005,contig_0 consensus mapping",508,259,339,330,208,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2601,0,0,0,0,0,0,0,0,0
"Cluster_14537,contig_0 consensus mapping",733,341,439,362,304,2,0,8,0,0,12,4,5083,0,0,4161,0,426,9,10,11156,3,6,0,10,4,1,0,0,0,1,0,0,5,2,3,0,0,0,1,0,0,0,3,4,0,0,0,6315
"Cluster_3918,contig_0 consensus mapping",964,404,540,492,443,0,0,0,0,0,0,0,0,0,0,2543,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_25657,contig_0 consensus mapping",679,266,355,345,251,0,0,0,0,0,0,0,0,0,0,1199,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Cluster_27020,contig_0 consensus mapping",590,267,338,318,231,0,0,0,0,0,0,0,0,504,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,4069,0
"Cluster_15072,contig_0 consensus mapping",716,308,374,329,254,0,0,0,0,0,3,0,0,0,2554,606,1,0,0,9,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_1631,contig_0 consensus mapping",504,242,275,248,215,0,0,0,0,0,0,1068,0,346,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,449
"Cluster_4800,contig_0 consensus mapping",522,245,274,269,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_29922,contig_0 consensus mapping",856,371,438,427,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_32306,contig_0 consensus mapping",802,327,491,474,352,2,0,141496,5,0,82,0,2,0,0,0,0,0,179,0,104,0,0,0,733,0,0,0,1,58,0,0,2,37,0,1248,0,0,0,2,0,0,0,85,0,0,0,0,0
"Cluster_545,contig_0 consensus mapping",669,288,392,317,261,0,0,0,0,0,1,0,0,0,5256,0,1,0,0,1,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cluster_21823,contig_0 consensus mapping",585,248,356,301,249,5,0,0,2,0,0,0,4788,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0
"Cluster_11876,contig_0 consensus mapping",615,307,380,327,255,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,4,1,0,2,0,1,0,0,0,1,0,0,0,2754,0,3,2,0,0,1,0,0,0,1551
"Cluster_14039,contig_0 consensus mapping",667,311,371,373,272,0,0,0,0,2,0,0,0,0,0,0,0,689,0,2,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1274
"Cluster_398,contig_0 consensus mapping",650,265,373,336,281,0,0,4,0,0,2,0,0,0,0,0,4,0,2809,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"Cluster_26950,contig_0 consensus mapping",821,312,421,352,279,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1844,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"Cluster_11048,contig_0 consensus mapping",915,414,582,445,400,0,0,0,0,0,0,0,0,0,0,2418,7,0,0,0,0,0,0,0,0,0,6,0,8,0,0,3,0,0,0,0,0,0,0,8,1,9021,0,0,0,0,0,0,0
"Cluster_22043,contig_0 consensus mapping",725,335,389,401,308,1,0,0,0,0,0,0,1361,0,25,0,1,0,0,0,15,0,3,0,33662,0,0,0,0,19,0,0,0,0,0,0,1,14,0,0,0,2,0,0,0,0,0,14,0
"Cluster_4386,contig_0 consensus mapping",505,246,314,289,233,0,0,0,0,0,0,0,0,0,0,602,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_22607,contig_0 consensus mapping",822,375,517,429,344,7,7,1,3,6,3,693,7348,11,3401,1796,6,598,3189,0,1,0,7,0,3,0,5,12879,2,1,0,1,5,0,0,3,0,2,0,3932,0,2,5,1,0,1,0,1,0
"Cluster_6114,contig_0 consensus mapping",828,377,450,417,309,0,0,0,0,0,0,0,0,0,0,3871,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
"Cluster_26856,contig_0 consensus mapping",607,283,354,320,235,0,0,4,1,1,8,4190,2348,0,37,0,2,0,7,2,7668,1,4,0,40603,0,1,0,0,30,0,1,0,2,1,1,0,14,0,1,0,1,0,2,0,0,0,13,1
"Cluster_2312,contig_0 consensus mapping",747,339,414,390,280,0,0,1,0,0,0,8,0,1376,3,0,2,0,1014,10977,1,12,0,29,4,0,0,0,26,6,0,0,0,1,4,3,35744,3,0,0,0,0,0,3,1,0,13,5393,3
"Cluster_15740,contig_0 consensus mapping",901,377,533,467,391,1,0,7,6,0,5,0,4,795,0,0,1,0,2232,0,2167,0,1,0,0,0,2,0,1,0,0,0,0,3,0,4770,0,0,0,2,0,0,0,1,0,1,0,0,0
"Cluster_23760,contig_0 consensus mapping",659,313,391,366,271,4,22,2,3,16967,0,1,4424,0,0,1554,1,20,1159,1,1,1,6,18,0,0,0,19,0,0,1,0,6861,3,1799,1,5,0,0,0,0,1,15,0,1,2,0,0,2
"Cluster_28525,contig_0 consensus mapping",599,269,371,302,232,0,0,0,0,0,1,457,0,2,387,1,0,0,0,2,0,3,1,4816,0,4,0,0,10,1,3062,0,0,0,2728,0,6,1,1,0,1,1,0,3,0,0,1,0,1
"Cluster_18824,contig_0 consensus mapping",814,384,552,520,362,0,0,24,0,0,20,0,0,2394,0,0,2,720,14,0,24191,0,0,3,13,0,1,1,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
"Cluster_15450,contig_0 consensus mapping",535,244,320,307,234,0,0,0,0,0,0,0,0,878,0,7,2,0,0,0,0,0,0,1,0,7,0,0,1,0,6690,0,0,0,0,0,0,0,5,306,11,0,0,0,0,0,1,0,0
"Cluster_21940,contig_0 consensus mapping",621,307,379,340,242,0,1,0,0,1,3,1491,0,0,688,1,0,3,4232,1,6,2,0,0,2,1,0,2,0,0,1,0,2608,0,0,0,0,0,2764,0,0,0,2,1,0,0,0,0,0
"Cluster_2023,contig_0 consensus mapping",759,334,466,411,323,0,8,2,0,10,0,2,0,1177,10,0,2,5,0,3,0,3,0,2,6,0,0,2,1,12968,0,1,9616,0,7,0,10,3,0,0,0,0,4,0,1,0,1,8,1874
"Cluster_22171,contig_0 consensus mapping",638,281,308,322,288,16,0,0,13,0,0,0,12,1344,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,2230,2,0,0,1,0,0,0,0,0,12842,0,0,0
"Cluster_26969,contig_0 consensus mapping",887,367,501,456,358,0,0,5,0,0,2,1258,0,0,0,0,5,1,5960,0,6,3,0,0,0,0,3,0,2,0,0,4744,0,4,0,0,0,0,0,5,0,4,0,1,0,0,0,0,1
"Cluster_28952,contig_0 consensus mapping",590,267,353,312,225,0,0,0,0,0,0,0,0,0,1112,4,0,0,0,0,0,0,0,0,3,7,0,0,1,0,5,0,0,0,0,0,0,1,4768,0,3,1,0,0,0,0,0,0,0
"Cluster_29666,contig_0 consensus mapping",534,266,292,290,212,0,0,2,0,0,2489,0,0,0,0,0,0,0,1398,0,3,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_23537,contig_0 consensus mapping",722,319,412,371,267,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1740
"Cluster_24165,contig_0 consensus mapping",678,266,395,393,266,0,0,0,0,0,0,3262,0,0,0,6,0,0,0,2,0,2,0,0,0,6,0,0,2,0,3,0,0,0,0,0,0,0,7889,0,3,0,0,0,0,0,0,0,2
"Cluster_6259,contig_0 consensus mapping",802,370,495,446,361,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,0,0,0,0,0,4087,0,5,0,0,0,0,0,0,0
"Cluster_28630,contig_0 consensus mapping",650,300,399,336,235,0,6,2,0,12936,3427,13,0,0,3,0,1,8,2,13,0,24,0,4,3,0,0,11,0,4,0,0,8,4,19242,0,0,1,0,0,0,1,4,3,14,1,0,3866,13
"Cluster_1904,contig_0 consensus mapping",636,252,365,327,246,0,0,0,0,0,0,2997,1,1834,3,0,24,0,0,4,2,5,0,0,5,0,21,0,5,7,0,8,0,0,1,0,0,2,0,22138,0,5,0,1,0,0,1,4548,2
"Cluster_28574,contig_0 consensus mapping",561,261,290,273,206,0,0,0,0,0,1,0,1,0,1459,1418,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1149,0,0,0,1,1,0,0,0,0,0,0,1,0
"Cluster_20172,contig_0 consensus mapping",563,290,327,332,247,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2194
"Cluster_23268,contig_0 consensus mapping",712,313,389,312,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_22431,contig_0 consensus mapping",664,286,315,312,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1333
"Cluster_19484,contig_0 consensus mapping",684,304,391,341,302,0,0,0,0,0,0,2,0,0,0,0,0,335,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cluster_11924,contig_0 consensus mapping",666,327,442,370,328,0,6,0,0,7,0,0,1,1192,0,0,0,2,0,0,0,0,0,1,0,0,0,2,4,0,0,0,6973,0,0,0,5,0,0,1,0,1,1,0,0,0,1,0,0
"Cluster_28270,contig_0 consensus mapping",855,346,487,447,351,0,2,2,0,4,1,0,0,0,0,0,4,3,4892,0,5,0,0,0,0,0,0,6,0,0,0,0,7482,2,0,0,5,0,0,0,0,0,6,3,0,0,0,0,0
